0.0037995183	0.013659819	0.100756824	0.067289576	0.0747133	-0.058609232	-0.122876875	0.06513969	-0.025570748	0.004229441	-0.02689213	-0.050780956	0.051963173	-0.096800536	-0.16086586	-0.017664364
0.4381804	0.72705644	0.4448024	0.57951397	-0.21888661	-0.6199159	0.01328102	1.0463657	-0.5616104	0.104053244	-0.6577422	-0.020973444	0.25666553	-0.8985287	-0.72094774	0.036588363
0.2623149	-0.70040166	-0.6398949	-0.4664911	-0.19244897	0.4027861	0.10648767	-0.6934575	-0.39772502	-0.7992537	0.49920106	0.21288584	-0.6382489	0.67862564	0.19783726	0.50064963
-0.025192192	-0.16265953	-0.09507414	-0.19886243	-0.040416144	0.18341278	0.08501456	-0.36925954	0.23152655	0.08304463	0.20544535	0.07559045	0.018095775	0.3821922	0.43073735	0.015026669
0.10023608	0.018235661	0.15406065	-0.33934715	-0.027777724	0.29680544	0.38324714	-0.3443182	0.5683513	0.440086	0.449591	0.108923264	0.20539477	0.44657704	0.90059185	0.08972784
0.5186489	-1.1605844	-0.97327477	-0.8680666	-0.3892793	0.773411	0.13334778	-1.1338819	-0.85895544	-1.1463453	0.87828654	0.52363855	-1.0498983	1.1559957	0.33008787	0.69116884
-0.18671264	0.030994141	0.026963191	0.4638403	-0.04681826	-0.4210017	-0.233274	0.60810596	-0.45414618	-0.19802248	-0.568734	0.07697397	-0.18593775	-0.43094337	-0.8289773	-0.2766181
-0.14377265	-0.17823206	-0.086772114	-0.10889458	0.3224924	0.14906421	-0.5042479	-0.20432426	-0.11056952	-0.31436324	0.13071148	-0.23095608	-0.07291006	0.05440485	-0.45629957	-0.0806942
0.12140085	-1.0406295	-0.4797397	-1.1332203	0.57258826	1.102183	-0.4103836	-1.195734	0.48767766	-0.651585	1.2010462	-0.56642765	-0.09367652	1.1324403	1.1182973	0.6043677
0.032726645	-0.43314403	-0.38902673	-0.23298864	0.109976895	0.23633587	-0.35157958	-0.3540702	-0.30316982	-0.606965	0.16787289	-0.086417966	-0.3470962	0.34613672	-0.33629727	0.13685983
-0.73083794	-0.50252664	-0.33367655	0.6041411	0.38470238	-0.5506519	-0.7495368	0.47459203	-0.44811565	-0.6819583	-0.681706	-0.05651894	-0.37092724	-0.033329688	-1.1259531	-0.78180486
-0.44118366	0.3584361	0.7525001	-0.6576655	0.9058111	0.68613964	-0.8271441	-0.38345116	0.47683227	0.26021585	0.6701527	-0.9621634	0.79451007	-0.11147318	-0.16660044	-0.17258744
-0.40573412	-0.0900362	0.5095332	-0.56186515	0.41363326	0.6619192	0.16887936	-0.7605005	0.9960274	0.75964767	0.78024274	-0.3205472	0.7115823	0.6593952	1.2759635	-0.3214214
0.2391725	0.4368822	0.20783636	0.39301547	-0.2790872	-0.51054317	0.105114326	0.7580794	-0.3681891	0.107511796	-0.5961391	0.11699316	0.10328533	-0.6695636	-0.53166324	-0.05205292
0.4859078	0.97189796	0.72284573	0.43283233	-0.74888366	-0.5482986	0.7972214	0.7459938	0.4703323	0.7999823	-0.5111242	0.4503193	0.66636175	-0.84896016	0.8638429	0.03455395
0.3407738	0.90293527	0.77330875	0.13112603	0.21033967	-0.12834452	-0.042396728	0.7349044	0.06481984	0.406701	-0.19915739	-0.53082436	0.80537254	-0.8851266	-0.010606697	0.13384673
0.36274233	0.89031863	0.78001267	-0.032456346	-0.047582027	-0.05296187	0.2958853	0.49065316	0.39753467	0.6798913	0.03529368	-0.26932687	0.79905283	-0.7327491	0.6602189	0.20434205
0.32217342	0.35518295	0.1549984	0.25012898	-0.5087146	-0.3735343	0.451973	0.46711165	-0.08907089	0.29689118	-0.28629217	0.32477376	0.12727919	-0.4347455	0.1828814	0.10247285
0.7411772	-1.215301	-1.231274	-0.073069625	-1.293714	-0.3504604	1.2200298	-0.9238791	-1.1641842	-1.1899545	-0.033464488	1.4202749	-1.3334024	1.2620258	0.26824236	0.72534543
-0.7924382	-0.002293133	0.3680395	0.40817565	0.05602689	-0.26080462	0.22483696	0.050332382	0.8408616	0.66037434	-0.29790285	0.093474686	0.41167808	0.20630859	0.5102097	-0.74884325
